prefix_s,project_s,targeted_locus_name_s,div_s,organism_an,bioproject_s,biosample_ss,infra_name_ss,other_src_ss,contigs_total_length_l,contigs_count_l,contigs_proteins_count_l,contigs_annotated_s,update_date_dt,create_date_dt
GEZT01,TSA,,PLN,Solanum prinophyllum,PRJNA343677,"SAMN05792068,SAMN05792069,SAMN05792070,SAMN05792071,SAMN05792072,SAMN05792073,SAMN05792074,SAMN05792075",,,231255033,189534,0,No,2016-09-29T00:00:00Z,2016-09-29T00:00:00Z
GEZU01,TSA,,INV,Amoeba sp. BB2,PRJNA343644,SAMN05772578,strain: ATCC PRA-19,isolation_source: hot spring,32080352,45059,0,No,2017-04-28T00:00:00Z,2017-04-28T00:00:00Z
GEZV01,TSA,,PLN,Dendrobium catenatum,PRJNA314400,"SAMN04534727,SAMN04534728,SAMN04534729,SAMN04534730,SAMN04534731,SAMN04534732",,,56860462,78911,0,No,2016-10-05T00:00:00Z,2016-10-05T00:00:00Z
GEZW01,TSA,,ENV,endophyte metagenome,PRJNA277891,SAMN03389901,,"host: Lolium perenne cultivar Nui isolate Lp19,isolation_source: tillers with two mature leaves; symbiotic relationship between Lolium perenne and Epichloe festucae",7638259,8121,0,No,2017-03-29T00:00:00Z,2017-03-29T00:00:00Z
GEZX01,TSA,,INV,Hirondellea gigas,PRJNA328366,SAMN05370139,,"dev_stage: Adult,isolation_source: Ocean trench,tissue_type: Adult",98598653,131499,0,No,2017-06-02T00:00:00Z,2017-06-02T00:00:00Z
GEZY01,TSA,,INV,Sitophilus oryzae,PRJNA341819,"SAMN05790886,SAMN05790887",,,36666752,42173,0,No,2016-10-05T00:00:00Z,2016-10-05T00:00:00Z
GEZZ01,TSA,,INV,Diadromus collaris,PRJNA225661,"SAMN02388840,SAMN05824024",,,50745110,50219,0,No,2017-01-13T00:00:00Z,2017-01-13T00:00:00Z
GFAA01,TSA,,INV,Amblyomma sculptum,PRJNA343654,"SAMN05792019,SAMN05792020,SAMN05792021,SAMN05792022,SAMN05792023",,,5736471,4246,4246,Yes,2018-01-02T00:00:00Z,2016-10-05T00:00:00Z
GFAB01,TSA,,INV,Spodoptera frugiperda,PRJNA344686,SAMN05830955,isolate: Sf-RVN,"isolation_source: Spodoptera frugiperda ovary,tissue_type: Ovarian",39608071,22369,0,No,2017-11-07T00:00:00Z,2017-11-07T00:00:00Z
GFAC01,TSA,,INV,Amblyomma aureolatum,PRJNA344771,"SAMN05833211,SAMN05833212,SAMN05833213,SAMN05833214",,,10548054,7999,7999,Yes,2017-12-04T00:00:00Z,2016-10-05T00:00:00Z
GFAD01,TSA,,PLN,Nepenthes ventricosa x Nepenthes alata,PRJNA299862,"SAMN04216879,SAMN04216880,SAMN04216881",,,138994141,179562,0,No,2017-11-07T00:00:00Z,2017-11-07T00:00:00Z
GFAE01,TSA,,PLN,Nepenthes ampullaria,PRJNA299862,"SAMN04226475,SAMN04226476,SAMN04226477",,,141560186,200606,0,No,2017-11-07T00:00:00Z,2017-11-07T00:00:00Z
GFAF01,TSA,,INV,Cotesia vestalis,PRJNA227317,"SAMN02401328,SAMN05437583",,,36180596,43629,0,No,2017-01-04T00:00:00Z,2017-01-04T00:00:00Z
GFAG02,TSA,,INV,Eurhomalea rufa,PRJNA305471,SAMN04325924,isolate: CLM,"isolation_source: marine,tissue_type: gamets",23265730,39372,0,No,2016-12-01T00:00:00Z,2016-12-01T00:00:00Z
GFAH01,TSA,,INV,Hadrurus spadix,PRJNA340270,"SAMN05711363,SAMN05711364",,tissue_type: Venom gland,1614809,744,744,Yes,2017-04-12T00:00:00Z,2017-04-12T00:00:00Z
GFAI01,TSA,,INV,Octopus maya,PRJNA345483,SAMN05864216,isolate: wild,"isolation_source: Gulf of Mexico,tissue_type: White body",27763618,52614,0,No,2017-09-05T00:00:00Z,2017-09-05T00:00:00Z
GFAJ01,TSA,,PLN,Allium ascalonicum,PRJNA310811,SAMN04455791,cultivar: ningxiang xiangcong,tissue_type: leaf,71611960,117636,0,No,2016-12-21T00:00:00Z,2016-12-21T00:00:00Z
GFAK01,TSA,,PLN,Allium cepa var. aggregatum,PRJNA310820,SAMN04455902,cultivar: fuyu maocong,tissue_type: leaf,53344724,83177,0,No,2016-12-21T00:00:00Z,2016-12-21T00:00:00Z
GFAL01,TSA,,PLN,Allium chinense,PRJNA310810,SAMN04455790,cultivar: changshajiaotou,tissue_type: leaf,66791055,120869,0,No,2016-12-21T00:00:00Z,2016-12-21T00:00:00Z
GFAM01,TSA,,PLN,Allium fistulosum,PRJNA310821,SAMN04455903,cultivar: yuanjiang dacong,tissue_type: leaf,76537437,128312,0,No,2016-12-21T00:00:00Z,2016-12-21T00:00:00Z
GFAN01,TSA,,PLN,Allium tuberosum,PRJNA310799,SAMN04455730,cultivar: Ningxiang Jiucai,tissue_type: leaf,83770790,148686,0,No,2016-12-21T00:00:00Z,2016-12-21T00:00:00Z
GFAO01,TSA,,PLN,Allium macrostemon,PRJNA310801,SAMN04455732,,tissue_type: leaf,85473566,161670,0,No,2016-12-21T00:00:00Z,2016-12-21T00:00:00Z
GFAP01,TSA,,PLN,Allium sativum,PRJNA310793,SAMN04455718,cultivar: yuanjiangzipisuan,tissue_type: leaf,77945162,132218,0,No,2016-12-21T00:00:00Z,2016-12-21T00:00:00Z
GFAQ01,TSA,,ROD,Fukomys darlingi,PRJNA303968,"SAMN04289528,SAMN04291923,SAMN04291924",,tissue_type: brain,30096257,9797,0,No,2016-10-18T00:00:00Z,2016-10-18T00:00:00Z
GFAR01,TSA,,PLN,Allium ampeloprasum,PRJNA310797,SAMN04455728,cultivar: ningxiang leek,tissue_type: leaf,109267703,189708,0,No,2016-12-21T00:00:00Z,2016-12-21T00:00:00Z
GFAS01,TSA,,INV,Millepora alcicornis,PRJNA344421,SAMN05822709,,isolation_source: colony; sea,264481382,476422,0,No,2016-10-19T00:00:00Z,2016-10-19T00:00:00Z
GFAT01,TSA,,INV,Mnemiopsis leidyi,PRJNA344880,SAMN05851461,isolate: woodshole,"dev_stage: 1-9hrs post-fertilization,isolation_source: Animals were collected in Eel Pond in Woodshole\, MA during the summers of 2012 and 2013,tissue_type: whole animal",137638938,140842,0,No,2016-10-18T00:00:00Z,2016-10-18T00:00:00Z
GFAU01,TSA,,PLN,Oryza sativa Indica Group,PRJNA327681,SAMN05355352,cultivar: RP Bio-226,"dev_stage: seedling stage,tissue_type: leaf",25164213,26016,0,No,2016-12-06T00:00:00Z,2016-12-06T00:00:00Z
GFAV01,TSA,,INV,Haliclona tubifera,PRJNA274004,"SAMN03317433,SAMN03317434,SAMN03317435,SAMN03317436,SAMN03317437,SAMN03317438",,,22255938,18000,0,No,2016-10-14T00:00:00Z,2016-10-14T00:00:00Z
GFAW01,TSA,,PLN,Absidia caerulea,PRJNA348395,SAMN05908139,strain: AS3.65,,16492023,19224,0,No,2016-11-01T00:00:00Z,2016-11-01T00:00:00Z
GFAX01,TSA,,INV,Carausius morosus,PRJNA348314,SAMN05905916,isolate: adult female,"host: 7022,tissue_type: central nervous system (CNS)",142585636,194904,0,No,2018-05-01T00:00:00Z,2018-05-01T00:00:00Z
GFAY01,TSA,,PLN,Citrus limon,PRJNA348468,"SAMN05908804,SAMN05908805,SAMN05908806,SAMN05908807,SAMN05908808,SAMN05908809,SAMN05908810,SAMN05908811,SAMN05908812,SAMN05908813,SAMN05908814,SAMN05908815,SAMN05908816,SAMN05908817,SAMN05908818,SAMN05908819,SAMN05908820,SAMN05908821,SAMN05908822,SAMN05908823,SAMN05908824,SAMN05908825,SAMN05908826,SAMN05908827",,,1013023,828,828,Yes,2017-02-27T00:00:00Z,2017-02-27T00:00:00Z
GFAZ01,TSA,,INV,Galaxea fascicularis,PRJNA348611,SAMN05912855,,tissue_type: coral polyps,252946135,344573,0,No,2017-04-17T00:00:00Z,2017-04-17T00:00:00Z
GFBA01,TSA,,INV,Tupiocoris notatus,PRJNA343704,"SAMN05792422,SAMN05792423,SAMN05792425,SAMN05792426",,,63437851,63041,0,No,2016-11-03T00:00:00Z,2016-11-03T00:00:00Z
GFBB01,TSA,,PLN,Lomandra longifolia,PRJNA326999,SAMN05300257,,tissue_type: root,36679077,60332,0,No,2016-10-25T00:00:00Z,2016-10-25T00:00:00Z
GFBC01,TSA,,PLN,Mucor irregularis,PRJNA347489,SAMN05890529,strain: CBS103.93,,38301101,30691,0,No,2016-10-28T00:00:00Z,2016-10-28T00:00:00Z
GFBD01,TSA,,INV,Camponotus fellah,PRJNA339034,"SAMN05578870,SAMN05578871",,,107435948,98576,0,No,2016-11-01T00:00:00Z,2016-11-01T00:00:00Z
GFBE01,TSA,,PLN,Ansanella granifera,PRJNA348154,SAMN05904655,strain: AGSW10,isolation_source: sea water,61856532,83652,0,No,2016-10-25T00:00:00Z,2016-10-25T00:00:00Z
GFBF01,TSA,,PLN,Ulmus pumila,PRJNA349076,"SAMN05915700,SAMN05915701,SAMN05915704,SAMN05915703",,,3938493,3975,0,No,2016-11-01T00:00:00Z,2016-11-01T00:00:00Z
GFBG01,TSA,,INV,Megacormus gertschi,PRJNA320105,SAMN04916686,,"dev_stage: adult,tissue_type: venom gland",88218,122,122,Yes,2017-07-17T00:00:00Z,2017-07-17T00:00:00Z
GFBH01,TSA,,INV,Eogystia hippophaecolus,PRJNA328551,SAMN05375057,,tissue_type: Whole larvae body,63439426,103478,0,No,2016-11-01T00:00:00Z,2016-11-01T00:00:00Z
GFBI01,TSA,,INV,Tegula atra,PRJNA348830,SAMN05916051,isolate: 0,tissue_type: gills,18525961,43045,0,No,2016-11-15T00:00:00Z,2016-11-15T00:00:00Z
GFBJ01,TSA,,INV,Amblyomma americanum,PRJNA226980,"SAMN02389770,SAMN02389771,SAMN02389772,SAMN02389773,SAMN02389774,SAMN02389775,SAMN02389776,SAMN02389777,SAMN02389778,SAMN02389779,SAMN02389780,SAMN02389781,SAMN02389782,SAMN02389783,SAMN02389784,SAMN02389785,SAMN02389786,SAMN02389787,SAMN02389788,SAMN02389789",,,1085710,1300,0,No,2017-12-01T00:00:00Z,2017-12-01T00:00:00Z
GFBK01,TSA,,INV,Eriocheir sinensis,PRJNA350735,"SAMN05945904,SAMN05945907,SAMN05945911,SAMN05945912,SAMN05945913",,,39247405,32340,0,No,2017-02-07T00:00:00Z,2017-02-07T00:00:00Z
GFBL01,TSA,,INV,Eriocheir sinensis,PRJNA319468,"SAMN04892867,SAMN04892868,SAMN04892869,SAMN04892870,SAMN04892871,SAMN04892872,SAMN04892873,SAMN04892874",,,107087417,112161,0,No,2016-11-16T00:00:00Z,2016-11-16T00:00:00Z
GFBM01,TSA,,VRT,Ambystoma mexicanum,PRJNA300706,"SAMN04228853,SAMN04228854,SAMN04228855,SAMN04228856,SAMN04228857,SAMN04228858,SAMN04228859,SAMN04228860,SAMN04228861,SAMN04228862,SAMN04228863,SAMN04228864,SAMN04228865,SAMN04228866,SAMN04228867,SAMN04228868,SAMN04228869,SAMN04228870,SAMN04228871,SAMN04228872,SAMN04228873,SAMN04228874,SAMN04228875,SAMN04228876,SAMN04228877,SAMN04228878,SAMN04228879,SAMN04228880,SAMN04228881,SAMN04228882,SAMN04228883,SAMN04228884,SAMN04228885,SAMN04228886,SAMN04228887,SAMN04228888,SAMN04228889,SAMN04228890,SAMN04228891,SAMN04228892,SAMN04228893",,,793999180,1552382,0,No,2016-11-16T00:00:00Z,2016-11-16T00:00:00Z
GFBN01,TSA,,PLN,Paulownia elongata,PRJNA343673,SAMN05792024,,"isolation_source: Greenhouse,tissue_type: leaves",78158235,84092,0,No,2017-10-03T00:00:00Z,2017-10-03T00:00:00Z
GFBO01,TSA,,PLN,Pinus albicaulis,PRJNA352055,SAMN05961447,isolate: Seeds collected from wild parental trees,"dev_stage: needle collected in June in greenhouse,tissue_type: Needles",116155243,129522,0,No,2016-11-16T00:00:00Z,2016-11-16T00:00:00Z
GFBP01,TSA,,PLN,Juncus effusus,PRJNA345287,SAMN05938743,,"dev_stage: adult,tissue_type: leaf_root_inflorescence",123733853,158591,0,No,2016-11-16T00:00:00Z,2016-11-16T00:00:00Z
GFBQ01,TSA,,INV,Dreissena polymorpha,PRJNA352688,SAMN05990902,isolate: WDZ1,"isolation_source: Wdzydze lake,tissue_type: mantle",12669266,26622,0,No,2017-01-17T00:00:00Z,2017-01-17T00:00:00Z
GFBR01,TSA,,PLN,Lens culinaris,PRJNA352096,"SAMN05966961,SAMN05966964,SAMN05966965,SAMN05966966,SAMN05966967,SAMN05966968,SAMN05966969",cultivar: Cassab,tissue_type: leaf;stem;root;flower;immature pod;immature seed;pod,65708210,58953,0,No,2016-11-21T00:00:00Z,2016-11-21T00:00:00Z
GFBS01,TSA,,VRT,Rana catesbeiana,PRJNA286013,"SAMN03764047,SAMN03764048,SAMN03764049,SAMN03764050,SAMN03764051,SAMN03764052,SAMN05595799,SAMN05595800,SAMN05595801,SAMN05595802,SAMN05595803,SAMN05595804,SAMN05595805,SAMN05595806,SAMN05595807,SAMN05595808,SAMN05595809,SAMN05595810,SAMN05597946,SAMN05597947,SAMN05597948,SAMN05597949,SAMN05597950,SAMN05597951,SAMN05608121,SAMN05608122,SAMN05608123,SAMN05608124,SAMN05608125,SAMN05608126,SAMN05608127,SAMN05608128",,,891232591,793760,0,No,2017-02-01T00:00:00Z,2017-02-01T00:00:00Z
GFBT01,TSA,,PLN,Nymphoides peltata,PRJNA282005,"SAMN03491219,SAMN03565818",,,131185184,182811,0,No,2016-12-22T00:00:00Z,2016-12-22T00:00:00Z
GFBU01,TSA,,PLN,Rafflesia cantleyi,PRJNA323654,SAMN05185186,,"dev_stage: Flower,tissue_type: Perigone lobe",11570963,18052,0,No,2017-03-29T00:00:00Z,2017-03-29T00:00:00Z
GFBV01,TSA,,VRT,Tetronarce californica,PRJNA322346,SAMN05158845,,"dev_stage: adult,tissue_type: Pre-Synaptic Electric Organ",60380229,67442,0,No,2018-01-02T00:00:00Z,2018-01-02T00:00:00Z
GFBW01,TSA,,INV,Hemideina thoracica,PRJNA353021,"SAMN06008187,SAMN06008188",,,1432621,2691,0,No,2018-01-10T00:00:00Z,2018-01-10T00:00:00Z
GFBX01,TSA,,INV,Hemideina crassidens,PRJNA353021,"SAMN06008186,SAMN06008189",,,989107,1754,0,No,2018-01-10T00:00:00Z,2018-01-10T00:00:00Z
GFBY01,TSA,,PLN,Crotalaria juncea,PRJNA350604,SAMN05942583,cultivar: SUN-053,"dev_stage: Flowering,tissue_type: Unopened flower buds",56706904,41624,0,No,2018-01-02T00:00:00Z,2018-01-02T00:00:00Z
GFBZ01,TSA,,PLN,Picea glauca,PRJNA353540,"SAMN06018459,SAMN06018460,SAMN06018461,SAMN06018462,SAMN06018463,SAMN06018464,SAMN06018465,SAMN06018466,SAMN06018467,SAMN06018468,SAMN06018469,SAMN06018470,SAMN06018471,SAMN06018472,SAMN06018473,SAMN06018474,SAMN06018475,SAMN06018476,SAMN06018477,SAMN06018478,SAMN06018479,SAMN06018480,SAMN06018481,SAMN06018482,SAMN06018483,SAMN06018484,SAMN06018485,SAMN06018486,SAMN06018487,SAMN06018488",,,28719876,25232,0,No,2016-12-08T00:00:00Z,2016-12-08T00:00:00Z
GFCA01,TSA,,INV,Penaeus monodon,PRJNA321953,"SAMN03329577,SAMN03329578,SAMN03329579,SAMN03329580",,,27069261,54933,0,No,2016-12-08T00:00:00Z,2016-12-08T00:00:00Z
GFCB01,TSA,,PLN,Nicotiana tabacum,PRJNA342398,"SAMN05944797,SAMN05944798",,,63254033,95422,0,No,2016-12-08T00:00:00Z,2016-12-08T00:00:00Z
GFCC01,TSA,,INV,Salpa thompsoni,PRJNA279245,"SAMN05604989,SAMN05604990,SAMN05604991,SAMN05604992,SAMN05604993,SAMN05604994,SAMN05604995,SAMN05604996,SAMN05604997,SAMN05604998,SAMN05604999,SAMN05605010,SAMN05605011,SAMN05605012,SAMN05605013,SAMN05605014,SAMN05605015,SAMN05605016,SAMN05605017,SAMN05605018,SAMN05605019,SAMN05605020,SAMN05605021,SAMN05605022,SAMN05605023,SAMN05605024,SAMN05605025,SAMN05605026,SAMN05605027,SAMN05605028,SAMN05605029,SAMN05605030,SAMN05605031,SAMN05605032,SAMN05605033,SAMN05605034,SAMN05605035,SAMN05605036",,,151741986,217685,0,No,2016-12-07T00:00:00Z,2016-12-07T00:00:00Z
GFCD01,TSA,,INV,Superstitionia donensis,PRJNA345499,SAMN05868008,isolate: pooled,"isolation_source: under bark,tissue_type: venom gland",62264,135,135,Yes,2017-03-29T00:00:00Z,2017-03-29T00:00:00Z
GFCE01,TSA,,INV,Iotanema spirale,PRJNA342523,SAMN05761774,isolate: PHEM1,"host: Phelsuma grandis,isolation_source: feces",11978290,10962,0,No,2017-01-20T00:00:00Z,2017-01-20T00:00:00Z
GFCF01,TSA,,INV,Trypanoplasma borreli,PRJNA354696,SAMN06101561,isolate: Dieter Steinhagen,host: Cyprinus carpio,15463306,15713,0,No,2016-12-08T00:00:00Z,2016-12-08T00:00:00Z
GFCG01,TSA,,PLN,Silene dioica,PRJNA356362,SAMN06112450,,"tissue_type: roots\, shoot\, flower buds\, flower",96146275,92347,0,No,2016-12-13T00:00:00Z,2016-12-13T00:00:00Z
GFCH01,TSA,,PLN,Silene dioica,PRJNA356362,SAMN06112451,,"tissue_type: roots\, shoot\, flower buds\, flower",94168117,94757,0,No,2016-12-13T00:00:00Z,2016-12-13T00:00:00Z
GFCI01,TSA,,INV,Pleuromamma xiphias,PRJNA352670,SAMN05990784,isolate: April_2016,"dev_stage: adult,isolation_source: BATS 0-180 m,tissue_type: whole",247038277,554991,0,No,2017-12-18T00:00:00Z,2017-12-18T00:00:00Z
GFCJ01,TSA,,INV,Loxostege sticticalis,PRJNA349765,"SAMN05932798,SAMN05932799,SAMN05932800,SAMN05932801,SAMN05932802,SAMN05932803,SAMN05932804,SAMN05932805,SAMN05932806,SAMN05932807,SAMN05932808,SAMN05932809",,,57718849,79039,0,No,2016-12-16T00:00:00Z,2016-12-16T00:00:00Z
GFCK01,TSA,,VRT,Alosa pseudoharengus,PRJNA356623,"SAMN06117677,SAMN06117678,SAMN06117679,SAMN06117680,SAMN06117681,SAMN06117682,SAMN06117683,SAMN06117684,SAMN06117685,SAMN06117686,SAMN06117687,SAMN06117688,SAMN06117689,SAMN06117690,SAMN06117691,SAMN06117692,SAMN06117693,SAMN06117704",,,172008879,216529,0,No,2016-12-20T00:00:00Z,2016-12-20T00:00:00Z
GFCL01,TSA,,VRT,Anguilla japonica,PRJNA339345,SAMN06112415,,,88779895,101732,0,No,2016-12-20T00:00:00Z,2016-12-20T00:00:00Z
GFCM01,TSA,,VRT,Anguilla japonica,PRJNA339349,SAMN06112417,,,88496698,94414,0,No,2016-12-20T00:00:00Z,2016-12-20T00:00:00Z
GFCN01,TSA,,MAM,Sminthopsis crassicaudata,PRJNA356957,"SAMN06130413,SAMN06130414,SAMN06130415,SAMN06130416",,,214345389,324557,0,No,2017-03-29T00:00:00Z,2017-03-29T00:00:00Z
GFCO01,TSA,,PLN,Bergera koenigii,PRJNA304945,SAMN04311782,,"dev_stage: Mature Leaf,tissue_type: leaf",131492547,107387,0,No,2017-12-19T00:00:00Z,2017-12-19T00:00:00Z
GFCP01,TSA,,INV,Ampulex compressa,PRJNA356979,SAMN06130557,,"dev_stage: adult,host: Periplaneta americana,isolation_source: Laboratory colony,tissue_type: Venom Gland and Venom Sac",87334575,62781,0,No,2017-04-03T00:00:00Z,2017-04-03T00:00:00Z
GFCQ01,TSA,,INV,Periplaneta americana,PRJNA356979,SAMN06130820,isolate: Adult male,"dev_stage: adult,isolation_source: Laboratory colony,tissue_type: CNS",44909321,54060,0,No,2017-04-03T00:00:00Z,2017-04-03T00:00:00Z
GFCS01,TSA,,INV,Euphausia superba,PRJNA326468,SAMN05278179,isolate: wild caught krill,"isolation_source: north-west of South Georgia,tissue_type: head",351651077,484080,0,No,2017-12-04T00:00:00Z,2017-12-04T00:00:00Z
GFCT01,TSA,,INV,Mythimna separata,PRJNA357654,SAMN06158145,isolate: Hebei,"dev_stage: adult,host: Maize,tissue_type: head",31838221,45893,0,No,2016-12-20T00:00:00Z,2016-12-20T00:00:00Z
GFCU01,TSA,,PLN,Rhododendron delavayi,PRJNA358123,SAMN06166714,isolate: Kun Ming,tissue_type: flower,84662619,83441,0,No,2018-01-02T00:00:00Z,2018-01-02T00:00:00Z
GFCV01,TSA,,INV,Gammarus chevreuxi,PRJNA357029,"SAMN06140928,SAMN06140929,SAMN06140930,SAMN06140931,SAMN06140932,SAMN06140933,SAMN06140934,SAMN06140935,SAMN06140936",,,117494825,144501,0,No,2017-01-04T00:00:00Z,2017-01-04T00:00:00Z
GFCW01,TSA,,ROD,Peromyscus californicus,PRJNA350325,"SAMN05936860,SAMN05936861,SAMN05936862,SAMN05936863,SAMN05936864,SAMN05936865,SAMN05936866,SAMN05936867,SAMN05936868,SAMN05936869,SAMN05936870,SAMN05936871,SAMN05936872,SAMN05936873,SAMN05936874,SAMN05936875,SAMN05936876,SAMN05936877,SAMN05936878,SAMN05936879,SAMN05936880,SAMN05936881,SAMN05936882,SAMN05936883",,,140295958,83514,0,Yes,2017-01-03T00:00:00Z,2017-01-03T00:00:00Z
GFCX01,TSA,,INV,Antheraea pernyi,PRJNA357974,SAMN06163070,breed: Shenghuang No. 2,tissue_type: prothoracic gland,23863637,42692,0,No,2017-01-04T00:00:00Z,2017-01-04T00:00:00Z
GFCY01,TSA,,INV,Bombyx mori,PRJNA357975,SAMN06163073,breed: Dazao,tissue_type: prothoracic gland,25733161,32075,0,No,2017-01-04T00:00:00Z,2017-01-04T00:00:00Z
GFCZ01,TSA,,INV,Latrodectus geometricus,PRJNA256924,SAMN02979256,,tissue_type: Multiple,28505939,31818,0,No,2017-01-17T00:00:00Z,2017-01-17T00:00:00Z
GFDA01,TSA,,INV,Homarus americanus,PRJNA338672,SAMN05712019,,"isolation_source: seafood retailers in ME,tissue_type: eyestalk ganglia",180872766,146106,0,No,2017-02-09T00:00:00Z,2017-02-09T00:00:00Z
GFDB01,TSA,,INV,Latrodectus hesperus,PRJNA242358,SAMN02979274,,tissue_type: Multiple,27319175,32257,0,No,2017-01-17T00:00:00Z,2017-01-17T00:00:00Z
GFDC01,TSA,,INV,Steatoda grossa,PRJNA256926,SAMN02979116,,,30330294,40305,0,No,2017-01-17T00:00:00Z,2017-01-17T00:00:00Z
GFDD01,TSA,,PLN,Elaeis guineensis,PRJNA305816,SAMN04334490,cultivar: Tenera,"dev_stage: +6 and +15 stage female inflorescences,tissue_type: Female inflorescences",23067174,28982,0,No,2017-01-17T00:00:00Z,2017-01-17T00:00:00Z
GFDE01,TSA,,PLN,Hypericum perforatum,PRJNA266601,"SAMN03174160,SAMN03174161,SAMN03174162,SAMN03174163,SAMN03174164,SAMN03174165,SAMN03174166,SAMN03174167",,,38548287,47652,0,No,2019-08-02T00:00:00Z,2019-08-02T00:00:00Z
GFDF01,TSA,,INV,Nyssomyia neivai,PRJNA359206,"SAMN06189232,SAMN06189233,SAMN06189234",,,16507436,11955,11955,Yes,2017-01-12T00:00:00Z,2017-01-12T00:00:00Z
GFDG01,TSA,,INV,Haematobia irritans,PRJNA359481,"SAMN06192181,SAMN06192182",,,3795168,4715,4715,Yes,2017-01-12T00:00:00Z,2017-01-12T00:00:00Z
GFDH01,TSA,,ENV,soil metagenome,PRJNA356259,SAMN06111310,,"host: salt flat,isolation_source: Vegetated and Unvegetated sediments",69400,347,0,No,2017-01-23T00:00:00Z,2017-01-23T00:00:00Z
GFDI01,TSA,,PLN,Chamaecyparis hodginsii,PRJNA358452,SAMN06174234,isolate: collected from natural environment,"dev_stage: seedling,tissue_type: leaves",58904695,85749,0,No,2018-01-10T00:00:00Z,2018-01-10T00:00:00Z
GFDJ01,TSA,,PLN,Corchorus olitorius,PRJNA278717,SAMN06199046,cultivar: Sudan Green,"tissue_type: leaf\, root\, seed and stem",18726860,19978,0,No,2018-01-08T00:00:00Z,2018-01-08T00:00:00Z
GFDK01,TSA,,PLN,Ananas comosus,PRJNA356904,"SAMN06158134,SAMN06158135,SAMN06158136,SAMN06158137",,,41323148,60988,0,No,2017-01-27T00:00:00Z,2017-01-27T00:00:00Z
GFDL01,TSA,,INV,Culex tarsalis,PRJNA360148,SAMN06204222,isolate: Kern County,"dev_stage: adult,isolation_source: collected by dry-ice baited traps,tissue_type: salivary glands",28793807,16246,16246,Yes,2017-01-23T00:00:00Z,2017-01-23T00:00:00Z
GFDM01,TSA,,PLN,Paragymnodinium shiwhaense,PRJNA357511,SAMN06142732,strain: PSSW0605,isolation_source: Shiwha bay,18807505,20198,0,No,2017-01-27T00:00:00Z,2017-01-27T00:00:00Z
GFDN01,TSA,,PLN,Phytophthora palmivora,PRJNA360110,"SAMN06116937,SAMN06116938,SAMN06116939,SAMN06116940,SAMN06116941,SAMN06116942,SAMN06116943,SAMN06116944,SAMN06116945,SAMN06116946",,,47840341,27105,0,No,2017-01-23T00:00:00Z,2017-01-23T00:00:00Z
GFDO01,TSA,,PLN,Corchorus olitorius,PRJNA278717,SAMN06199045,cultivar: JRO-632,"tissue_type: leaf\, root\, seed and stem",15801942,18576,0,No,2018-01-08T00:00:00Z,2018-01-08T00:00:00Z
GFDP01,TSA,,VRT,Labrus bergylta,PRJNA360365,SAMN06209378,breed: 2011 breed,"dev_stage: juvenile,tissue_type: whole animal",24605671,20996,0,No,2017-01-23T00:00:00Z,2017-01-23T00:00:00Z
GFDQ01,TSA,,VRT,Sturnus vulgaris,PRJNA335913,"SAMN05467089,SAMN05467090",,,37637538,23945,0,No,2017-01-23T00:00:00Z,2017-01-23T00:00:00Z
GFDR03,TSA,,PLN,Symbiodinium muscatinei,PRJNA359147,SAMN06187570,,host: Anthopleura elegantissima,65518382,50575,0,No,2017-08-28T00:00:00Z,2017-08-28T00:00:00Z
GFDT03,TSA,,PLN,Elliptochloris marina,PRJNA359147,SAMN06187571,,host: Anthopleura elegantissima,10837850,10966,0,No,2017-08-28T00:00:00Z,2017-08-28T00:00:00Z
GFDU01,TSA,,VRT,Lateolabrax maculatus,PRJNA347604,"SAMN05893353,SAMN05893356",,,174236741,232955,0,No,2017-06-07T00:00:00Z,2017-06-07T00:00:00Z
GFDV01,TSA,,PLN,Nepenthes khasiana,PRJNA345154,"SAMN05858655,SAMN05858656,SAMN05858657,SAMN05858658,SAMN05858659,SAMN05858660,SAMN05858661,SAMN05858662,SAMN05858663,SAMN05858664",,,421223513,576095,0,No,2019-02-12T00:00:00Z,2019-02-12T00:00:00Z
GFFH01,TSA,,INV,Oratosquilla oratoria,PRJNA360549,SAMN06204661,,"tissue_type: eyestalk\, muscle\, sexual\, intestinal and viscus",58240648,58963,0,No,2017-02-22T00:00:00Z,2017-02-22T00:00:00Z
GFFI01,TSA,,PLN,Triticum aestivum,PRJNA355221,"SAMN06066429,SAMN06066436,SAMN06066437,SAMN06066438",,,249244156,287833,0,No,2017-05-22T00:00:00Z,2017-05-22T00:00:00Z
GFFJ01,TSA,,INV,Portunus trituberculatus,PRJNA361004,SAMN06191498,isolate: Changyi,"isolation_source: Sea,tissue_type: eyestalk",75719434,130438,0,No,2017-01-27T00:00:00Z,2017-01-27T00:00:00Z
GFFK01,TSA,,INV,Microphallus sp. 'livelyi',PRJNA360970,SAMN06217908,isolate: From multiple P. antipodarum individuals,"dev_stage: metacercariae,host: Potamopyrgus antipodarum,tissue_type: metacerariae",18899019,15423,0,No,2017-01-19T00:00:00Z,2017-01-19T00:00:00Z
GFFL01,TSA,,INV,Microphallus sp. 2 LB-2017,PRJNA360970,SAMN06217918,,"dev_stage: metacercariae,host: Potamopyrgus estuarinus,tissue_type: metacercariae",28321812,29470,0,No,2017-01-19T00:00:00Z,2017-01-19T00:00:00Z
